,0,1,2
634,633.0,"plss, gimme c3 wanderer and his weapon 😔🕯️💙",5
635,634.0,"Its a great open world, love how they managed a full size console game squeezed into a mobile",5
636,635.0,Right I have enough storage on my device and every time I go on the game its saying I dont have enough storage to install the game!!!! This needs sorting,2
637,636.0,Best graphics game in mobile,5
638,637.0,"This the one of the best rpg game I've ever played, I like the scenery,story and game mechanic, play it for a long time now and I wish genshin mobile can support keyboard and mice like other games (I'm sorry for my English)",5
639,638.0,Too demanding,4
640,639.0,It's just masterpiece. Thank you for all developers and workers.,5
641,640.0,"Used to play a LOT in my PS4, but some time ago, when furina's banner came out and I got her, I noticed how boring, tiring, and annoying it is to develop characters in this game, and after doing it over and over with all of my other characters I decided to quit, I finally uninstalled and said ""no more"". Gachas stole my sanity (with genshin I was playing 3 gachas at the same time which means HELL).",2
642,641.0,"Amzing game, have a really good character design and story line, i would recommend it to my friend 👍",5
643,642.0,"If your a amateur in open world gaming.then this is Best game in my opinion. Excellent story,graphics and play style",5
644,643.0,Njcee,5
645,644.0,"The best game I know. The story, gameplay everything is just perfect. Hoyo listens every players problems. I love it!",5
646,645.0,I like This app bcuz it's fun,5
647,646.0,It is advancure game and it has many quest and weapon and character etc this game is very fun but you should low the gb required,5
648,647.0,The best game made by Hoyo,5
649,648.0,As I said hoyo I'll give a a one star if you don't give me a new character 🙃,1
650,649.0,"Ignore the gacha part, this game considers top one open world game in mobile.",3
651,650.0,Best game ever made,5
652,651.0,It's cool but it's 33gb...,3
653,652.0,Cool Lore and Gameplay,5
654,653.0,I played this because of the hate. I DONT GET IT! ITS GOOD! THE ONLY PROBLEM IS THAT IM BROKE BUT IDC!,5
655,654.0,"My genshin App keeps stopping, why?",1
656,655.0,Love this game,5
657,656.0,Perfect.,5
658,657.0,"Overall semuanya bagus, animasi, story, grafik, dsb. Walaupun emang bener bener ngabisin memori tapi ni game emg bener bener seru, bisa dapet temen, ketemu husbu/waifu kalian, dan bisa menikmati beberapa pemandangan yang cakep di game ini, cuman untuk yg hapenya kentang kayaknya kurang cocok, hp kalian bakal lebih cepet panas dan rusak, walaupun emang ada versi cloud nya, itu butuh makan waktu cukup lama, kalo main game ini mending nikmatin storynya aja si, segitu aja, makasi kazuha nya🙏",5
659,658.0,Good,5
660,659.0,It's a good game,5
661,660.0,"its good i download this game on all devices, buuuuuuttt i got a problem i download resourses on this game, and it takes 1 gb per minute when i download and when it was 60% it said insuffisient storage but i was confused because my device has alot of storage so im not sure if its my device problem or genshin problem im not blaming genshin or anything would recommend if you have 60 gb free.",5
662,661.0,I've been playing this for maybe 7 or 6 months and it was so nice playing this.,5
663,662.0,Its a great game overall but the tartaglia boss fight keeps on glitching and bugging to the point the boss fight dorsnt even load,3
664,663.0,I'm in love with this game. So casual and enjoyable!! Would love to recommend this game to everyone!! ✨,5
665,664.0,Nice game,5
666,665.0,Yeah,5
667,666.0,this is so trash i dont even get 5 star i have no five star the game only gives 5 stars to the streamer or youtuber that plaus genshin and i am on ar 56 and i dont even have a single 5 star ! trash,1
668,667.0,"Very detailed, and surprisingly fun",5
669,668.0,Great Game and stories,4
670,669.0,ابو المرض الي باللعبه يشيخ,1
671,670.0,"The later in the game you get, the more there is to do. Old players will complain about not enough to do, however starting now would give you endless amounts of stuff to do, places to see, people to meet, it's a wonderful game. Especially if you like open world. However it's huge in storage on mobile.",4
672,671.0,Not going to lie it's more funner than honka star rail cuz I just needed to do taxes in the outside world and the other one it just needed to do so much taxes in the space,4
673,672.0,Dev don't care about android player controller support is not available is a shame for a game like this in 2024. wuthering wave has it at the release people will quit genshin me to.,1
674,673.0,"Toxic community, genshin fans bullied voice actor due to her character being bad for gameplay wise.",1
675,674.0,"Invalidating characters and mechanics: Zhongli's shield becomming meta for one patch, just to release the new shield bypassing poison. How many enemies are even affected by Venti? There should be studies comparing statistics on mental health of the players before and after playing this. The primary revenue generation method is fomo. It is impossible to get everything in the game as much of the content and story has been stripped and removed as events come and go.",1
676,675.0,Good,5
677,676.0,Good visuql good storyline but bad at the downloaing,5
678,677.0,Tiztaztoz,1
679,678.0,This best genshin impact game ever,5
680,679.0,this is the best game ay play,5
681,680.0,This game is awesome it is the beat try it but it took me ages to get it starting it was not in vain play now,5
682,681.0,Love it,5
683,682.0,Fun:D,5
684,683.0,Getting too big for phones..,2
685,684.0,Can't wait for arlecchino,5
686,685.0,❤️💯👍😊 please fix this problem I can't get into the game now after update,5
687,686.0,Grindy game that's all I remember.,1
688,687.0,Nice game,5
689,688.0,"Amazing game but today the game keeps crashing when I open it because of some sort of bug that my phone can't remove. I've trying to open it but I can't, HOYOVERSE please help",5
690,689.0,that's a good game tbh. but this game is just so addictive which kinda affects my studies and stuffs like aaa i just want to keep playing this song but also want to have a normal life but you can be a normal person after playing this game so basically this game is too good and i would like to keep playing this😭,3
691,690.0,Super gaming experience,5
692,691.0,Council quality game for Android thanks this game for launch Android,5
693,692.0,Best game,5
694,693.0,Very good and this game have so much detail and so beautiful places and their skin is better and this game has so much character in school detail and this game has any we have to ki language,5
695,694.0,"It's a fun game and all, but every time I play it on mobile, it keeps crashing and it gets annoying, plus the storage is too much to download, even on laptop. Maybe update it to where it'll stop crashing on mobile and not add in a lot of GB.",4
696,695.0,What a fantastic game.Graphics are superb.For this game i will give 100 stars rating.,5
697,696.0,SO MARVELOUS!!!!!! 😊😍😊 My kids love it so much I love it too and it looks fun 😁,5
698,697.0,Stinky ahh community 🤮🤮🤢,1
699,698.0,x86 support why have laptop that runs all games well with android os but my fav game is not supported by x86 andord please give update,2
700,699.0,"хрючево галимое. если это не приоритетный проект, так хватит делать обновы дальше. всем спасибо за внимание, я обратно в хср",5
701,700.0,Op,5
702,701.0,I love it,5
703,702.0,Super cool,5
704,703.0,where is free skin mihoyo,1
705,704.0,I want kazuha plsssss🙏🙏,5
706,705.0,This game really good. I have been playing for 2 Years. But the problem is there isn't any support for gamepad controller. I hope they will add this option too. Overall this game is really good worth playing.,4
707,706.0,"I would have given a rating based on gameplay, but it wouldn't let me register. [Hint: if you send a code to email, allow the user to access their email without disabling the registration page.]",1
708,707.0,burik,1
709,708.0,Best open world mobile game!!,5
710,709.0,No new content repeating events and boring quest which are too lengthy to complete with little rewards too much grinding,1
711,710.0,I like this game♥️,5
712,711.0,❤️❤️❤️❤️,5
713,712.0,It died tho a lot of people play it,1
714,713.0,It's a good game. But they should add more things like a skip button for dialogs :(,5
715,714.0,Please bring the 120fps support for Android. I am getting only 60fps in game. My mobile can support 120fps.,4
716,715.0,Not enough rewards compared to another games......,1
717,716.0,The greatest of all time RPG,5
718,717.0,Yes its the best game,5
719,718.0,i love everything about the game make me addicted to gambling 🤣,4
720,719.0,The app is amazing but their customer service is not. I've written them an email in December about my hacked account and I still didn't receive a reply back.,2
721,720.0,I love this game but to bad i can't add friend in asia server my friend in asia server,4
722,721.0,I like this game and the graphic is so beautiful,5
723,722.0,First of all the story line is not bad and the graphics is pretty good the game has a smooth feeling to it and offers great exploration since it's open world and I like the puzzles you find around the world and each area has it's own mechanisms and features that differs from the others and if I had to point what I like the most about it the beautiful world and puzzles there are to uncover the explanation is the best factor of this game and I love it.,4
724,723.0,"Fun ""pls give me free rolls kinda broke:///""",5
725,724.0,I really like the gameplay and all the stuff especially the characters you can. Gamble all you want but it takes time BUTTT it's still a very good game!! 5 star for sure ( give me furina ),5
726,725.0,"I like the setup and the way it plays, but I stopped playing for 2 weeks, and it logged me out . Every time I log in, it restarted my progress. 4 months of progress gone.",4
727,726.0,"Sadly me with no money have no more time left hopes for the future, the game takes too much storage and the dev's had no idea how to solve the issue.",3
728,727.0,Nice 💯,5
729,728.0,Better anniversary rewards,5
730,729.0,"Optimise It, Worst Experience in Snapdragon 778g 5g, DEVICE -: Vivo IQOO z5",3
731,730.0,Love it 😽,3
732,731.0,"i love this game so much that i even bought a phone that's compatible for this game. but as someone who's busy with work, the unskipable cutscene is so annoying. please make it possible to skip it. i got no time to listen to the boring storyline. i just want to play",2
733,732.0,"THIS IS JS AMAZINGG, i luv the details and all but the gravity of the womens anatomy was just...yk but anw its amazing and good!",5
734,733.0,Game is good but I can't get any 5 star characters for free. And primogems are very costly . After spending money it's still very difficult to get 5 star characters and still i am mot getting any 5 star character after almost 30 pulls of 10 wish,2
735,734.0,"Spent like $100 and didn't get a 5-star.... Terrible rates, boring game.",1
736,735.0,"Awesome game but i logged out a few days ago and now its no longer letting me log back in (i put in my details it loads for a moment and then nothing happens and takes me back to the login screen) ive tried logging in other accounts and its not working for them aswell, im honestly so upset i dont want to have to start a whole new account",3
737,736.0,"flop, trash pity system",1
738,737.0,Would be better if the developers actually listened to their community..,3
739,738.0,This game is great but it’s take to much storage and this game need a high and device low and device cant handle the game,5
740,739.0,"ill keep this short 1) Bad Artifact grinding. theres 3 layers of RNG. hoping to get the artefact set you want, the stat and substat, and finally hoping it rolls into the substat you want it to 2) bad rewards and gacha system. even hoyos other games have proven to have better gacha system with more rewards for players to earn each patch 3) lack of endgame content. Abyss is the only meaningful endgame content, there is virtually nothing to do if you've 100% all regions and done all quests",1
741,740.0,"Deleted instantly after the Kagura Adjustment Patch. You call it adjustment, we see it as a nerf, we wanted more escaping capability and more DMG because she's clearly weak and useless against other heroes. You had a chance to become the best PVP game and yet failed. She was the only main reason why I started playing and now she's useless. Please change the adjustment and make my money worth it💜",1
742,741.0,"I have been playing since Eula's first banner and getting characters was very fun. I heard many people call genshin bad, but I think that Genshin is amazing. Genshin has made a lot of progress since I think 2020 or 2021.",5
743,742.0,So cool music and amazing open world game,5
744,743.0,"Right now, I'm not able to play genshin because it has a ""bug"" that the developer needs to fix.",3
745,744.0,"I love this game, it makes me want to peel my skin off and eat bugs",5
746,745.0,Good,4
747,746.0,Really this game was forget me to play free fire,5
748,747.0,"The game is really good.The graphics, visuals and music are great. The game gets a little boring after ar55 but with the coop option or with friends it's never boring.The vast amount of characters also makes me want to play more. Thank you Hoyoverse for this beautiful experience.",5
749,748.0,kawaii,5
750,749.0,"I love this game, but i lag so much",4
751,750.0,It was great and a lot of fun i enjoy play it when my studies done also when i have a free time.,5
752,751.0,Sangar seru dan penuh explorasi,5
753,752.0,I love it,5
754,753.0,Amazing game good graphics the game takes up alot of space but it has to for a game with such good grapics,5
755,754.0,"Dear genshin community, we all know this is a wonderful app and definitely worth the time and storage because of the beautiful art style, characters, plot, and scenery. With all that being said, AHEM GENSHIN PLEASE MAKE IT EASIER TO GET 5 STARS!!! I started playing a year ago just for one character, arataki itto. AND BEEN PLAYING FOR 12 HOURS STRAIGHT TRYING TO GET HIM. So let this warn you. You are not guaranteed your favorite character >:( unless you spend all your life on genshin.",4
756,755.0,U BETTER BRING ARLECCHINO HOME!!!!♥️♥️♥️,5
757,756.0,really cool,5
758,757.0,Good graphic,5
759,758.0,Game is good,5
760,759.0,Good game ping high 400 ping,1
761,760.0,"At the end of certain quests I have encountered opponents that are far beyond the level your characters are supposed to be at to defeat, and have been continually unable to complete major questlines because of it. A quest that requires characters to be at party level 20 and you end up facing creatures that are five times your level. I have been trying to complete an Archon quest and can not even get a single attack off on the main bosses of the boss battles at the end of it. This is constant.",2
762,761.0,I would give it a five star but it is so laggy I always have to see reconnecting to server and it's getting annoying so can you give me an update pls,4
763,762.0,I CANT GET MY ACCOUNT BACK THATS WHY I STOPPED PLAYING.,1
764,763.0,I love the game I think the game creates did a really good job.,5
765,764.0,"If you don't like having fun, Genshin is perfect. Featuring a ""**** you"" system, but we call it pulling! Don't have enough primogems to lose your next 50/50? No problem! Just wait for the next banner change for a new event, that way we make sure you never get your desired character, unless you pay money! I loved this game personally, it's just like smoking, I gave up several days of my life just for that next hit of dopamine.",2
766,765.0,It's a really bad game it's very glitchy and only works with THE BEST internet.,1
767,766.0,Good game 🥰,3
768,767.0,"It seems like an awesome game but it takes up soooooo much storage I had to delete so many things for nothing! I couldn't find a helpful video to fix it, pls make it use less storage space, if you don't have much storage space I do not recommend this",1
769,768.0,"my rating is still the same. ye, hoyoverse did delete my acc once, but now im playing on europe (ar 53) and started playing on asia 2 days ago (ar 20) and i remembered how fun and beautiful genshin is🫶",5
770,769.0,takes to much storage ;( I always wanted to play it i''m not forcing at all but I reccomend that it takes a bit less of storage you don't have to but have a great day?night p.s:genshin impact is better then Roblox I played on my moms phone,1
771,770.0,The game is good but can you give us a more primogems,1
772,771.0,"Hate The game Hate the Ads Takes up too much storage. I hate the Cringey ""FeAsT YoUr eYeS WaTcH AnD LeArN"" and the worst of all You can't skip the ad. I don't even consider you a game and fighting and getting new characters Are WORTHLESS. You're like fortnite but Worse and Fortnite is already Bad I would see my self out the game. Goodbye, You're game Sucks.",1
773,772.0,"This is a very good game but the thing that hits my mind all the time is that the text "" worship statue"". Please change the text. It's a 5 star review but the only thing that changes my mind is mentioned above.",3
774,773.0,Good,4
775,774.0,I love you all,5
776,775.0,This game is really characteristic and really fun to play,5
777,776.0,"Deserves more than five star🫰🏻⭐⭐⭐⭐⭐1. The graphics, quality and events are great 😖💓 2. The characters are very, very beautiful 😭😭 please keep up the amazing work and I wish you success always 🫰🏻🌸 I love Genshin Impact 🌸😭🫰🏻💓🍃❄️",5
778,777.0,It's super fun! I love it♡ the characters are indeed pretty and their powers are so unique. I started playing yesterday and I'm obsessed still waiting to get more characters tho 😄,5
779,778.0,One of the best game in the world 🌍🌎,5
780,779.0,It's a pretty interesting as well as good game but its storage is too much,3
781,780.0,Jabaridast 💓😉 . I like it . 30 GB game,5
782,781.0,Nice game,4
783,782.0,"I love this game. Its awesome. Absolutely fantastic. From the lore, backstories and music, it all too freaking amazing. They really spend so much time and effort into writing the storyline, and makes you feel part of the game. The devs are really awesome. . . . And then you got the marketing team tryna make you spend ur life savings, but just spend as a last resort.",5
784,783.0,I've only gust got past the 1st cutseen,5
785,784.0,The best game ever😃🙂,5
786,785.0,"I personally dont recommend the game. At first, yes its good, but as you get closer to end you start to notice that devs doesn't care about their player base and there is nothing to do if you are not a tryhard, and ut has very and by that i mean VERY bad gacha system (basically casino). Would recommend if you dont have much time on games",1
787,786.0,"I love the game and the update but my phone does not have space for it so i have to delete it but its ok i highly recommend this, its a beautiful game try it..",5
788,787.0,"It was great, the adventure and all.. but please be reminded that everytime u play this game, u need to record it in case u lost your account or got hacked. I lost my account and apparently someone else have it, linked to their email and password and i tried to get it back and emailed the hoyoverse... But they said i cannot get them back but I'm already in ar 56.",1
789,788.0,"Good but the only thing to do is grind. Grind missions. If your stuck on a mission, you grind levels and stuff. Want a new character? GRIND",4
790,789.0,"Okay game. if you miss ur abusive ex or something like that, then 100% recommend, the devs will care about you even less then (s)he did.",2
791,790.0,Best game evrr,5
792,791.0,I just started on 25 December 2023 and since then I've been obsessed with this game. I always thought it would be boring or something but no the storyline and characters are completely different from what I imagined!! I've been in love with this game ever since and love the quality but I would love to have more chances of wishing for characters since hsr has a hit more features but still everything is perfect or how I see it so 4 stars❤,4
793,792.0,Good,4
794,793.0,"Been playing since launch and to me, there's literally nothing to be hyped for except the new characters. It's getting stale and it has been like this ever since Sumeru. Story progression is too slow. Storytelling is just plain bad and full of uneccesary dialogues you'll fall asleep when reading. TCG that no one cares about. QoL updates that takes ages to implement. Most ingame mechanics are just there to stretch your game time but are boring and annoying. SA is the only endgame.. List goes on.",2
795,794.0,Terribly boring,1
796,795.0,Genshin could never.,1
797,796.0,"It's a great game but if you're like me who's been playing for like 2 years, it gets boring not to mention Hoyo's reward system too, it really is beautiful game the characters are amazing but soon enough farming, fighting and doing it all over again feels like a chore that has to be completed continously just for new characters and it goes on and on...",2
798,797.0,Love ittttt ❤️,5
799,798.0,even with a brand new phone with absolutely NO DATA IN IT it wouldn't install,1
800,799.0,it would not let me play,1
801,800.0,kerenn bangett,5
802,801.0,"Passionate game good music and visual, very heartwarming and colourful events. Epic gameplay. Lots of puzzles some even too hard may take hours but good for brains.. so win win. Low amount of energy for dungeons. Very low percentage on artifact generating crit numbers. Elemental cups almost non existent may take months to find. Lot of characters to play. Choose ur waifus or husband and wiggle around the continent. Map is enormous could get some mounts for faster movement. But very fun to play.",5
803,802.0,"First of all, this is the best game I've ever played. The story is very long and still in development, the events have various options. The graphics are on a different level. So if anybody writes a review about how they like it but gives 1 star, then cry about the lag, get a better device. If you can't, then it's not meant for you to play, sorry. The lag is because of the quality of the game, the developers are going for quality. It's not their fault that the game can't run on a hairdryer. <3",5
804,803.0,KASIH GW NEUVILETTE COKKKKK,1
805,804.0,Good and interesting,3
806,805.0,I need KAZUHA AT ALL COST MIHOYO PLZ,5
807,806.0,give me money,1
808,807.0,So far so good,5
809,808.0,"This game rocks, I love the stories and the lore is amazing, the character designs are also cool, I also love the game's stories, like Venti's Archon quest.",5
810,809.0,its a very good game and its story and events are fun too.the graphics and game play is good but the character switch is a little off but its best game out all the games i have played till now . great job devs,5
811,810.0,No male carecter,1
812,811.0,Its fun to play this game,5
813,812.0,"π~π bring an option to see damage text, ice bridge n grass",5
814,813.0,I like it!,5
815,814.0,I like this game!:D I love the art style and the characters are well made:)),5
816,815.0,Really a good game,5
817,816.0,Veri pog gaem,5
818,817.0,exceptional !!,5
819,818.0,I love it,5
820,819.0,Story Role Playing Game,4
821,820.0,It literally asked me to download 30 gb external file,1
822,821.0,I love it bc it even camers device and I love the under water,5
823,822.0,This is a very good game,5
824,823.0,Trash,1
825,824.0,i love this game,5
826,825.0,To many quest only move here and then move there just for talking nonsense,2
827,826.0,Mu Most Fav game.Nothin more you can expect from a game like this 🤩🤩🤩🤩🤩🤩😁☠️,5
828,827.0,Please add in every level a new person 🙏🙏 also add more food and lower the primo gems I beg you 🙏🙏,5
829,828.0,Good game btw,5
830,829.0,CUSTOMER SERVICE AND CUSTOMER SUPPORT NEVER REPLY TO ANY MY EMAIL!! BAD SERVICE AND ALSO I CAN'T RESET MY PASSWORD CAUSE IT SAID TO MANY REGUEST! I JUST TRY IT 2 TIME ONLY BRUH!!? BAD SERVICE,1
831,830.0,boring asf,1
832,831.0,i like it.,5
833,832.0,Loved it,5
834,833.0,"randomly got logged out of my account, but got it back! thank you genshin for the amazing game!",5
835,834.0,i love it evry ting is cool and c ish but there are ni lidodings like maked me mad but i like the game 100 persunt And I Am star light and i have a question why dose it have to lode can ur plis cancle the loding becos am starting to hate the game plise still i did not log in dame gofe its boring plisplis by gods name cancle the loding deer oner of gensin impacact i hpe thise massage riches you good bye and i want a masseg from you,5
836,835.0,Good game,5
837,836.0,Enable trade between friends like artifact and weapon,4
838,837.0,Cool,5
839,838.0,I HOPE I GET ITTO PLS,5
840,839.0,I love the game so much you can also play with friends have the many challenges it's just the best game and you should really download it's a really good game.,5
841,840.0,It is a good game .. i like it a lot .. but the thing is .. i am playing in my android .. and hopefully .. they will grant us our wish that we can play in our controller like i phone does ..,3
842,841.0,"Player since day 1. Was fun to start, logged in daily. Now I barely log in at all. The motivation to explore is nearly gone. There's no challenge modes aside from the abyss. It's just too repetitive. The writing, mainly voiced cutscenes and character animations, can be jarring at times and ruins the immersion. Like most games, feedback you give is useless. There still is no controller support for Android. It's been years now. Compared to Star Rail, this feels like you get less for more.",3
843,842.0,I like it very much but when we get in the water area where the water god is I don't know what the element is called but the main problem is that when I go out to swim in other areas in the reason why I am telling this is because I already lost my other account so when I go to swim in another area I can't so fix that and we can swim in any area that has water please,1
844,843.0,It is amazing and Stories are also amazing,5
845,844.0,It's really bad to download the resources .,1
846,845.0,It's a pretty good game ever. I don't know what to say. You should try it if you like collecting waifus . There are some bugs here and there and endgame kinda eh but I give it 5 star,5
847,846.0,This game is so cool!! But plss fix the lag issues,5
848,847.0,I am INLOVE WITH THIS GAME! It's so cool! Keep up the good work guys!,5
849,848.0,I love it,5
850,849.0,The download resources is to long,1
851,850.0,THIS IS SOO FUNN,5
852,851.0,Mantap guys,5
853,852.0,"Well developed game. However, not F2P friendly.",4
854,853.0,Үнэн гоё тоглоом шүү,5
855,854.0,It took me a while to level up but it was really fun,4
856,855.0,WE WANT KEYBOARD AND MOUSE SUPPORT PLEASE,5
857,856.0,spent so much money yet I still don't get heroes in wish. this is the worst game ever,1
858,857.0,"From the first time I played this game, everything seems fun and I enjoy the game so much. But lately, the game got so large it takes a lot of storage. The problem is also with the developers. They're not listening to their player feedbacks and the rewards nowadays kinda sucks. It's not worth it",1
859,858.0,The update doesn't load?,1
860,859.0,This loading game takes too long and I think it's best if u guys shorten it :>,3
861,860.0,Customer service not good doesn't even reply back I lost my account and I tried to recover my account by contacting the customer service for the recovery form but no reply whatsoever,4
862,861.0,Hey genshin I need wishes can you give me 100 wishe i have lost my 50 50 and I don't have money on me to top up,5
863,862.0,plsss fix the downloading resources very slow downloading 😒😒,4
864,863.0,No feedback,5
865,864.0,"This game is genuinely good. Please ignore the fandom, play the game like a normal human being and i guarantee your adventure in Teyvat will be as peaceful as the wind lead (haha)",5
866,865.0,PLEASE LET LYNEY AND NILOU COME HOME. LET NILOU GET HER RERUN IN 4.7 THE BLOOM QUEEN DESERVES IT ANDDD SHE HASN'T HAD A RERUN SINCE 3.6,5
867,866.0,ARLECCHINO BANNER?! WHEN?! (4.6),5
868,867.0,I like the game but doing quests feels like only dialogue there should be option to skip dialogue,2
869,868.0,Just free,5
870,869.0,Wow super duper cool,5
871,870.0,So fun i even get qiqi fast!,5
872,871.0,"art is amazing, game play amazing, characters amazing. Love it 🤍🤍",5
873,872.0,"Reason I changed my review from 5 star to a 2 star is because ever since the sumeru update I keep on crashing and yes my settings are set to the Lowest and I have a lot of storage left. This is frustrating since I can't even complete a single commission without crashing at least 20 times, please fix this quick it hurts my patience each time I see this game now. Please fix.",1
874,873.0,The graphics are so pretty and the storylines really good,5
875,874.0,This is a Good Game with Several Influences from our Real World.,5
876,875.0,ALLECHINO WILL BE MINE.,5
877,876.0,I like the game!!!😆,5
878,877.0,Love it,5
879,878.0,"Started playing this for the first time ever a few days ago and I'm absolutely hooked. I'm playing this on max graphics on the samsung galaxy fold 5 and it's simply amazing with the screen folded out. Controls are so easy to use, the graphics are incredible and the open world gives me countless hours of playback. I'm playing this at every opportunity I get and I've not touched another game on my phone since I got this. The last time I got hooked to a game like this was when skyrim came out.",5
880,879.0,Is awesome is great the design is very cool and it acts like a very good anime games my only problem is that on mobile it lasts a lot and sometimes it won't even let me play other than that it's a good game.,5
881,880.0,I was unable to download the game with plenty of storage. Not sure why it won't download. Videos are no help.,5
882,881.0,"Make the AR ascensions easier, giving us 2 minutes to finish the quest is t enough, make the enemies weaker or give us more time.",1
883,882.0,made my phone blow up. 1 star for Android.,1
884,883.0,i like it :),5
885,884.0,need a special optimization for tablets like Xiaomi pad 6 the game runs awful on it,1
886,885.0,Genshin Impact mobile Cannot use ps4 controller why? i like this game but disappointed.,1
887,886.0,When the screen is done loading it suddenly makes me leave the app😐🤦,2
888,887.0,I really like it,5
889,888.0,"Genshin Impact has so far been very fun! It has a lot of cool unique creators to play and it is made for all types of players. In it you can hunt, explore,gather,fight enemies and do quests. The world is very very big so you will never get bored and even when you finish the game there is still so much to do and explore.",5
890,889.0,Masterpiece game,5
891,890.0,"good explorations, just add more free primos events, thats all",5
892,891.0,it is AMAZING,5
893,892.0,Beautiful to play because she is happy,5
894,893.0,I am stuck with the loading screen 🙄,1
895,894.0,bad,1
896,895.0,So far I like it. It's absolutely beautiful. Lots to do. Can pick it up and put down easily. Interesting story. Perfect for me and my interest.,5
897,896.0,"the gameplay is well done and the characters have an interesting story too, the music is suuuuper good so it deserves to be played. :)) then the customer help is always super nice ♡ however it would also be good for you to fix the physics in the body of the girls lol",1
898,897.0,It's fun,5
899,898.0,Its aight,4
900,899.0,"Its a very fun game, it is important to have storage space and a good device for the best experience, I also loved tha story line",5
901,900.0,Good game,5
902,901.0,The game got bug but i hope i can play again,5
903,902.0,It's a very fun game to play with friends and family,5
904,903.0,THE WHORST GACHA SESTYM EVER.,1
905,904.0,"Pretty cool, I see",5
906,905.0,"Use good story writers on every story, get rid of paimon, condense data so every update isn't like 100gbs",2
907,906.0,PLEASE ADD AN AUTO-LOOT-COLLECT BUTTON!!!! Tired of having to smash the ⬛ on my PS5 controller repeatedly for collecting drops!,4
908,907.0,"How are people playing this game! I swear I have 10 GB of storage, which is half my entire storage space, and it still can't even download the resources. Like bruh",1
909,908.0,"Playing GI very exhausted sometimes. Grinding sht, daily sht, and losing gacha. And then i saw how u, hoyoverse, handle the critics like that. I feel like sht that always expect new features. Lv100, 200resin, extension abyss floor, etc. It seems like, what u, hoyoverse care rn is marketing new characters and gain big profit. New Patch just to keep player dont runaway. And mostly boring.",1
910,909.0,Pengembangnya kikir saya tidak suka,1
911,910.0,"Over a year this game become boring to me because of when you finish all of the story quest, explored the map, open all the chest etc. I wish that they always release a new archon quest in every update so us who play this don't get bored especially ar60 players",4
912,911.0,I hope it takes a little less space then it does.,4
913,912.0,As a free to play player it's a bit troubling knowing there are other people who can pay there way thru the game but it's really easy to stay invested and play for hours and I was at somepoint someone who thought this game was stupid but now I relise him fun and how much time I can put into this game.,4
914,913.0,"Genshin Impact, hailed for its visuals and gameplay, falls short due to its predatory gacha system, lack of meaningful endgame content, restrictive resin system, shallow storytelling, limited multiplayer features, performance issues, and profit-driven monetization. The game's emphasis on expensive microtransactions, repetitive tasks, and unfulfilling narrative arcs creates a pay-to-win environment, fosters player burnout, and fails to deliver a truly immersive and satisfying gaming experience.",1
915,914.0,GREAT APP.,5
916,915.0,Easily the absolute best mobile game ever. Everything about this game is so amazing. The story is decent I would say. It has a very big map and u can explore Soo much also it is open world. U don't exactly need money to play this game u can play it without paying at all like me. There is however a major issue that is the ping pls hoyo create a better server for Asia we need more asian servers it is always above 170- 300 even though my wi fi is rly good. Pls this game would be perfect with that.,5
917,916.0,It was soooooo fun,5
918,917.0,"This game could be pretty fun but so many downsides in the game... Such as the excessive amount of storage, the underwhelming lack of endgame content, the bad wishing system and artifact system, how difficult it is to level up your characters, and the overall lack of content. It seems good at first then it just feels like it's not enough, and the requests made by players that still aren't introduced like more resin, skip button, more QoL updates etc. It's unlikely but I hope they listen to us.",1
919,918.0,Idk I just like it,5
920,919.0,👍👍,5
921,920.0,This is a overall good game but the main prob is getting primos and I like it make me sometime feel bad for not getting anything and doing so much hard work and the daily commission is like doing daily homework it make me stressed,4
922,921.0,"Trash enemies can stop you in the middle of attacks but you can't stop them. World Leveling makes enemies stronger than you and in many cases unkillable. No way to change difficulty until reaching world 5, but you don't have powerful characters or equipment to survive. Bosses also summons enemies that you can't reach. Are you guys for real? Caps character level but makes enemies 10+ level stronger? Recommended level for dungeon bosses is false. If you have no money, don't play this game.",1
923,922.0,"Loved it. There were a few silly bugs, but they were fixed. The story is good, and the character designs are even better",5
924,923.0,"This game gives me depression.The graphics are ok,but it's really hard to get to level 20 or 30 to continue the main story.Kinda dissapointing....and it makes me cry,i love the charackters so much,but the chances to get them are REALLY low....",1
925,924.0,Excellent game,5
926,925.0,"Its very fun to play even though its quite sad, im happy that genshin exist:]",5
927,926.0,Game kikir ygy,1
928,927.0,😭😭 I have a 64gb phone bro please,5
929,928.0,This game is so amazing 😍,5
930,929.0,Mihoyo just listen to the people that made you what you are today....,1
931,930.0,good,5
932,931.0,It is so it hard to play if i'm going to level up kuki shinobu i need to go in inazuma but you need to fight child and its hard,1
933,932.0,"AR 58, 21 five star character with only 2 50/50 win in a lifetime and 1 early ? Meanwhile others getting 7/9 50/50 win a row with early ones . Damnn i may be the most unlucky person in the universe who still tries to play this after this heartbreaking insult . I give up.",1
934,933.0,"Imma keep it a buck, this kids game has a lot of pedophiles playing it",2
935,934.0,"its aesthetic game i love it ofcourse but only counter is that it cannot handle it if i am using 4G or 5G network it keeps crashing in 5minutes even with low settings and good phone as it says, I hope you developers of MiHoyo or HoyoVerse can fix the perfomace on Android issues for the rest i like it",5
936,935.0,very awesome,5
